A_ID,Gender,Education,Specialization,interests,skills,Yearly salary in pounds,Certifications,Job_status,Job_title,Highest Qualification,processed_interests,processed_skills
A553,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",62,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A554,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",56,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A555,Female,BE,Electronics and Communication Engineering,Embedded design,"Creativity Skills, Excel, Logical Skills, Observation Skills, Risk Managing, Designing Skills, Vlsi design,simulation,embedded,IOT",49,"JAVA,Embedded and IOT",Yes,VLSI Digital Design,ME in VLSI design,['embedded design'],"['creativity skills', 'excel', 'logical skills', 'observation skills', 'risk managing', 'designing skills', 'vlsi design', 'simulation', 'embed', 'iot']"
A556,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",42,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A557,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,54,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A558,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",61,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A559,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",60,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A560,Male,MBA,Marketing,Financial Analysis;Sales/Marketing;Technology;Understand human behaviour;Understand human body;Supply Chain Analysis;Game industry,Accounting Skills;Artistic/Creative Skills;Business Knowledge;Finance related skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Sales;Client management,45,CPTA,Yes,Mahindra and Mahindra financial services limited,Mba,"['financial analysis', 'sales', 'market', 'technology', 'understand human behaviour', 'understand human body', 'supply chain analysis', 'game industry']","['accounting skills', 'artistic', 'creative skills', 'business knowledge', 'finance related skills', 'people management', 'communication skills', 'negotiation skills', 'leadership', 'problem solving skills', 'risk management skills', 'sales', 'client management']"
A561,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",43,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A562,Female,B.Sc,Computer science ,Technology;Data analytics,Programming Language skills;People management;Communication skills;Editing;C++;SQL,43,"C++, c sharp, fundamentals of project management",Yes,Publishing executive,Master in computer science,"['technology', 'data analytics']","['programming language skills', 'people management', 'communication skills', 'edit', 'c++', 'sql']"
A563,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,59,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A564,Female,B.Sc,Biotechnology,"Teaching, Technology","Gathering Informing, Interpersonal Skills, Building Rapport, Subject Knowledge",57,No,Yes,Teaching,Masters in biotechnology,"['teach', 'technology']","['gathering informing', 'interpersonal skills', 'building rapport', 'subject knowledge']"
A565,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",78,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A566,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,62,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A567,Male,B.Tech,Mathematics,Data analytics;Market reserach;Industires;Product Life cycle Management;Sports Industry,Business Knowledge;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Sales;HR,47,No,No,Engineer,Masters in mathematics,"['data analytics', 'market reserach', 'industires', 'product life cycle management', 'sports industry']","['business knowledge', 'leadership', 'product knowledge', 'problem solving skills', 'risk management skills', 'sales', 'hr']"
A568,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,59,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A569,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",65,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A570,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,80,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A571,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,49,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A572,Female,B.Sc,Commerce,Singing,"AI, ML, Python, Java, SQL, Oracle, Programming, Problem Solving skills, Tableau, Designing Skills",65,Data Science and AI,Yes,Computer Software Engineer,Masters in Computer Applications,['sing'],"['ai', 'ml', 'python', 'java', 'sql', 'oracle', 'program', 'problem solving skills', 'tableau', 'designing skills']"
A573,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,64,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A574,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",47,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A575,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",60,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A576,Male,Bachelor of journalism,Commerce,News Coverage;Content Writing;Social media marketing,Analytical Skills;People management;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation,57,CCC,Yes,Sr. Political Analyst ,MAMC,"['news coverage', 'content writing', 'social media marketing']","['analytical skills', 'people management', 'mass communication', 'problem solving skills', 'writing skills', 'social media marketing', 'content creation']"
A577,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",52,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A578,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",50,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A579,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",45,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A580,Female,MCA,Computer Science Engineering,Govt. Job,Accounting Skills,62,No,No,Accountant,Master of computer application,['govt. job'],['accounting skills']
A581,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,69,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A582,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",42,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A583,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",49,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A584,Female,B.Tech,Electronics and Communication Engineering,"Technology,Teaching","Creativity Skills, Team work, Programming",51,Full Stack Developer Training,Yes,Java Full Stack Developer,Masters in Business Analytics,"['technology', 'teach']","['creativity skills', 'team work', 'program']"
A585,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",68,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A586,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",50,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A587,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",65,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A588,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",54,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A589,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",66,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A590,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,74,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A591,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,55,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A592,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",75,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A593,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",52,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A594,Male,MBA,Business,Retailer,HR,74,No,Yes,Retail manager,"MA,MBA",['retailer'],['hr']
A595,Female,B.Tech,Mechanical Engineering,"Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",78,No,Yes,SQL Developer,Masters in Business Analytics,"['technology', 'trade']","['active listening', 'program', 'work under pressure', 'teamwork', 'excel', 'logical skills interpersonal skills', 'presentation skills', 'read']"
A596,Male,MCA,Computer Science Engineering,Technology,Programming Language skills,52,No,Yes,Developer,MCA,['technology'],['programming language skills']
A597,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",73,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A598,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",45,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A599,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",41,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A600,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",50,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A601,Female,B.Sc,Mathematics,"Teacher, Professor","Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",60,No,No,Student (Unemployed),Masters in Business Administration,"['teacher', 'professor']","['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A602,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,59,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A603,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,40,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A604,Female,B.Tech,Computer Science Engineering,Web Designing,Critical Thinking;Finance related skills;People management;Communication skills;Leadership;Designing skills;Social Media Marketing,52,No,No,Test engineer,Masters in compter science ,['web designing'],"['critical thinking', 'finance related skills', 'people management', 'communication skills', 'leadership', 'designing skills', 'social media marketing']"
A605,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",72,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A606,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",42,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A607,Female,B.Sc,Mathematics,"Teacher, Professor","Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",53,No,No,Student (Unemployed),Masters in Business Administration,"['teacher', 'professor']","['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A608,Male,B.Tech,Finance,Technology,"ML, Python, SQL",80,No,No,Student (Unemployed),Masters in Computer Science,['technology'],"['ml', 'python', 'sql']"
A609,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,66,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A610,Male,B.Tech,Chemistry,Construction,Civil & Criminal Law,53,No,Yes,Civil engineer,Masters in Computer Science,['construction'],['civil & criminal law']
A611,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",55,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A612,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",77,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A613,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",80,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A614,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",70,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A615,Male,B.E,Information Technology,"Research, Social Justice, Understand Human Body","Writing, Reading",50,No,No,Mechanical Engineer,Masters in Data Science,"['research', 'social justice', 'understand human body']","['write', 'read']"
A616,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",41,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A617,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",64,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A618,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",67,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A619,Male,Diploma in pharmacy ,Hospitality,Hospitality ,"Accounting Skills, Business Knowledge, Editing, Excel, Designing Skills, Sales",63,Diploma in pharmacy ,Yes,Medical Practitioner,B pharm ,['hospitality'],"['accounting skills', 'business knowledge', 'edit', 'excel', 'designing skills', 'sales']"
A620,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,43,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A621,Male,Bachelor of Management Studies,Business Administration,"Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Communication Skills, Logical Skills, Problem Solving skills, Reading, Sales",68,No,Yes,Business Consultant ,Master in Commerce,"['sales', 'market', 'entrepreneurship']","['business knowledge', 'people management', 'communication skills', 'logical skills', 'problem solving skills', 'read', 'sales']"
A622,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",63,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A623,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",47,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A624,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,52,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A625,Male,B.Sc,Information Technology,Technology,Active Listening;Critical Thinking,79,No,Yes,software engineer,Ma,['technology'],"['active listening', 'critical thinking']"
A626,Male,B.Sc,Physics,News Coverage;Social Justice;Content Writing;Govt. Job,Accounting Skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills,41,No,Yes,Sub Editor,Master of journalism,"['news coverage', 'social justice', 'content writing', 'govt. job']","['accounting skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'analytical skills']"
A627,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",73,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A628,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",76,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A629,Female,B.Sc,Mathematics,News Coverage,"Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",56,No,No,Student (Unemployed),Masters in Business Administration,['news coverage'],"['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A630,Male,B.E,Accountancy,Entrepreneurship,"Active Listening, Python, Gathering Informing, Programming",55,Organic farming,Yes,Mechanical Engineer,Masters in Science,['entrepreneurship'],"['active listening', 'python', 'gathering informing', 'program']"
A631,Female,BE,Electronics and Communication Engineering,Research;Social Justice;Teaching;Technology;Web Designing;Content Writing;Data analytics;Game industry;Data scientist;Market reserach;Gardening,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;Python;SQL;Java;Hospitality;HR;MATLAB;Good communication skills,49,IBM Certification in Machine Learning,Yes,Data Science and Game Design Trainer,Masters in Information Technology ,"['research', 'social justice', 'teach', 'technology', 'web designing', 'content writing', 'data analytics', 'game industry', 'data scientist', 'market reserach', 'garden']","['active listening', 'programming language skills', 'critical thinking', 'gathering information', 'artistic', 'creative skills', 'business knowledge', 'analytical skills', 'people management', 'communication skills', 'negotiation skills', 'mass communication', 'leadership', 'edit', 'problem solving skills', 'risk management skills', 'designing skills', 'writing skills', 'data visualization skills( power bi', 'tableau )', 'machine learning skills', 'c++', 'presentation skills', 'python', 'sql', 'java', 'hospitality', 'hr', 'matlab', 'good communication skills']"
A632,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",52,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A633,Female,B.Sc,Microbiology,"Technology, Understand Human Body","Leadership, Team work, Presentation Skills, Writing, Observation Skills, Designing Skills",57,No,Yes,Student (Unemployed),Masters in Science,"['technology', 'understand human body']","['leadership', 'team work', 'presentation skills', 'write', 'observation skills', 'designing skills']"
A634,Male,MBA,Sales and Marketing,Sales/Marketing,Business Knowledge;People management;Communication skills;Product knowledge;Sales;Social Media Marketing,78,No,Yes,Regional Sales Manager,Masters in Business Administration,"['sales', 'market']","['business knowledge', 'people management', 'communication skills', 'product knowledge', 'sales', 'social media marketing']"
A635,Male,B.Com,ECR,Financial Analysis,"Accounting Skills, Analytic Thinking, Gathering Informing, People Management, Communication Skills, Work under Pressure, Leadership, Cost Accounting, Team work, Excel, Interpersonal Skills, Problem Solving skills",63,No,No,Student (Unemployed),Masters in Business Administration,['financial analysis'],"['accounting skills', 'analytic thinking', 'gathering informing', 'people management', 'communication skills', 'work under pressure', 'leadership', 'cost accounting', 'team work', 'excel', 'interpersonal skills', 'problem solving skills']"
A636,Female,B.Sc,Biotechnology,"Research, Trading, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, Artistic skills, Work under Pressure, Team work, Logical Skills, Presentation Skills",78,Data Science and Artificial Intelligence programe,Yes,Scientist,Masters in Science,"['research', 'trade', 'understand human behaviour']","['ai', 'ml', 'python', 'critical thinking', 'analytic thinking', 'artistic skills', 'work under pressure', 'team work', 'logical skills', 'presentation skills']"
A637,Female,B.Sc,Mathematics,"Teacher, Professor","Communication Skills, Leadership, Problem Solving skills, Subject Knowledge",43,No,No,Student (Unemployed),Masters in Business Administration,"['teacher', 'professor']","['communication skills', 'leadership', 'problem solving skills', 'subject knowledge']"
A638,Female,BA,English ,Research;Teaching;Govt. Job;Design;Sports Industry,People management;Leadership;Designing skills;Writing skills;Social Media Marketing,79,No,Yes,Teaching,Master in English ,"['research', 'teach', 'govt. job', 'design', 'sports industry']","['people management', 'leadership', 'designing skills', 'writing skills', 'social media marketing']"
A639,Male,B.Tech,Electronics and Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",51,No,Yes,Teaching,M.Tech,['teach'],"['active listening', 'work under pressure', 'team work', 'presentation skills', 'read']"
A640,Female,B.Sc,Biotechnology,Research;Sales/Marketing;Teaching;Trading;Understand human behaviour,Active Listening;Critical Thinking;Business Knowledge;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Hospitality;Client management;Good communication skills,61,Pioneer lab course work ,Yes,Asst. Manager ,Mba(H.A) ,"['research', 'sales', 'market', 'teach', 'trade', 'understand human behaviour']","['active listening', 'critical thinking', 'business knowledge', 'people management', 'communication skills', 'leadership', 'problem solving skills', 'risk management skills', 'writing skills', 'hospitality', 'client management', 'good communication skills']"
A641,Male,B.Tech,Electrical and Electronics Engineering,Data analytics,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;R;Python;Artificial Intelligence,50,Data science using python and R programming ,Yes,Mechanical design engineer ,Master in Design (Mechanical)&professional Data science ,['data analytics'],"['analytical skills', 'data visualization skills( power bi', 'tableau )', 'machine learning skills', 'social media marketing', 'r', 'python', 'artificial intelligence']"
